gene_id,total_peaks,disrupted_peaks,intact_peaks,fraction_disrupted,n_bqtl,mean_peak_breadth,abs_log2_ase,expression,drought_fc,annotation
Zm00001eb366880,3,0,3,0.0,0,4.333333333333333,1.1717036928117937,8.1,-1.798,
Zm00001eb366890,4,4,0,1.0,8,14.0,0.3365221855226475,235.6,0.076,
Zm00001eb366900,2,2,0,1.0,5,18.5,1.331305079179674,11.7,3.123,
Zm00001eb366910,2,0,2,0.0,0,13.0,,,,
Zm00001eb366920,2,2,0,1.0,4,17.5,,,,
Zm00001eb366930,4,2,2,0.5,3,10.75,0.6074028310785703,83.9,0.524,
Zm00001eb366950,1,1,0,1.0,1,25.0,0.5966373286200909,63.7,0.98,
Zm00001eb366960,2,0,2,0.0,0,18.0,1.4923179108637212,31.4,0.823,
Zm00001eb366970,2,0,2,0.0,0,18.5,,,,
Zm00001eb366990,3,2,1,0.6666666666666666,7,16.666666666666668,0.1332665308634641,138.0,0.042,
Zm00001eb367000,1,1,0,1.0,2,25.0,0.7320362248837305,132.6,-2.197,
Zm00001eb367040,1,0,1,0.0,0,25.0,1.581248326374973,196.9,-0.908,
Zm00001eb367050,1,1,0,1.0,3,25.0,2.168558352692627,2494.8,1.114,
Zm00001eb367060,1,0,1,0.0,0,24.0,0.2271490625245313,382.2,0.696,
Zm00001eb367090,2,0,2,0.0,0,1.0,,,,
Zm00001eb367100,2,0,2,0.0,0,11.0,,0.8,0.181,
Zm00001eb367110,3,1,2,0.3333333333333333,2,11.666666666666666,0.8027482348015047,184.1,4.557,
Zm00001eb367120,1,1,0,1.0,4,25.0,1.1120970265725263,115.4,1.906,
Zm00001eb367130,1,1,0,1.0,2,25.0,,,,
Zm00001eb367140,1,1,0,1.0,3,25.0,7.093712605778745,2.4,-1.285,
Zm00001eb367150,3,0,3,0.0,0,9.0,1.0127983072707518,775.5,-2.844,
Zm00001eb367160,1,0,1,0.0,0,2.0,0.6609640474436811,0.8,-0.193,
Zm00001eb367170,3,1,2,0.3333333333333333,1,9.0,0.4405981969148367,1039.4,0.418,
Zm00001eb367200,2,0,2,0.0,0,3.5,,,,
Zm00001eb367220,1,1,0,1.0,4,25.0,0.65287674196574,3.4,-0.181,
Zm00001eb367240,2,1,1,0.5,9,13.0,1.8722470367834056,445.4,5.092,
Zm00001eb367250,1,1,0,1.0,1,25.0,2.320785716082431,14.1,1.131,
Zm00001eb367260,1,0,1,0.0,0,8.0,,,,
Zm00001eb367290,2,2,0,1.0,6,25.0,0.3779325300647817,745.2,-0.299,
Zm00001eb367300,1,1,0,1.0,4,25.0,0.9275100938021568,447.4,-0.583,
Zm00001eb367310,1,1,0,1.0,1,25.0,0.3927406821364505,751.4,1.971,
Zm00001eb367320,3,2,1,0.6666666666666666,5,10.0,0.6166658836173741,3053.8,0.04,
Zm00001eb367330,2,0,2,0.0,0,13.0,0.3772290368945146,33.5,0.585,
Zm00001eb367400,1,0,1,0.0,0,25.0,,,,
Zm00001eb367410,1,0,1,0.0,0,25.0,0.1885016040575445,175.8,1.121,
Zm00001eb367420,2,1,1,0.5,1,13.0,,,,
Zm00001eb367430,4,1,3,0.25,1,7.25,,,,
Zm00001eb367450,1,0,1,0.0,0,25.0,0.2927949801223722,862.1,-1.406,
Zm00001eb367490,2,1,1,0.5,4,15.0,1.474474291353489,198.1,0.341,
Zm00001eb367500,3,3,0,1.0,7,22.0,0.4734488893289818,769.6,0.058,
Zm00001eb367650,1,0,1,0.0,0,25.0,0.5446988389739646,952.3,-0.573,
Zm00001eb367660,1,1,0,1.0,1,25.0,0.2919038039912109,197.2,0.395,
Zm00001eb367670,2,0,2,0.0,0,1.0,0.2885469017453655,278.9,1.419,
Zm00001eb367680,1,0,1,0.0,0,2.0,0.701838730514401,13.5,3.952,
Zm00001eb367690,2,1,1,0.5,2,2.0,1.555760346547017,160.8,1.723,
Zm00001eb367700,2,1,1,0.5,1,15.5,1.769382032324568,17.2,3.606,
Zm00001eb367720,1,0,1,0.0,0,5.0,0.9558432916629872,36.8,0.088,
Zm00001eb367740,2,0,2,0.0,0,14.0,0.7687491073803049,1111.6,4.982,
Zm00001eb367750,2,0,2,0.0,0,24.5,,,,
Zm00001eb367760,1,1,0,1.0,1,25.0,0.6300029085548042,739.4,1.88,
Zm00001eb367770,1,1,0,1.0,3,25.0,0.3908709022057166,1488.9,0.779,
Zm00001eb367780,2,1,1,0.5,4,25.0,0.2661867955840893,686.7,0.516,
Zm00001eb367790,2,2,0,1.0,5,24.0,0.2537199201798653,188.9,0.498,
Zm00001eb367800,2,0,2,0.0,0,11.5,,,,
Zm00001eb367810,2,1,1,0.5,2,13.0,0.6282661163716223,210.0,-0.079,
Zm00001eb367830,1,1,0,1.0,2,25.0,0.5311684646972344,72.6,0.884,
Zm00001eb367840,2,2,0,1.0,2,13.0,0.2158668340529647,1580.2,2.569,
Zm00001eb367850,1,1,0,1.0,1,1.0,,,,
Zm00001eb367860,1,1,0,1.0,1,25.0,0.7190353925358816,101.4,2.706,
Zm00001eb367870,1,0,1,0.0,0,22.0,0.1627525788017366,125.2,1.007,
Zm00001eb367880,1,1,0,1.0,2,3.0,,,,
Zm00001eb367890,1,1,0,1.0,2,3.0,1.6101019183926717,64.7,1.399,
Zm00001eb367900,1,0,1,0.0,0,5.0,0.2219084916068805,74.8,-2.531,
Zm00001eb367920,2,1,1,0.5,1,8.5,1.4547409145548345,151.2,-1.459,
Zm00001eb367930,1,1,0,1.0,3,24.0,0.4028240080434454,141.1,-1.908,
Zm00001eb367950,3,0,3,0.0,0,7.333333333333333,,0.6,0.485,
Zm00001eb367960,1,1,0,1.0,3,25.0,1.0129411006893796,26.7,0.829,
Zm00001eb367970,3,1,2,0.3333333333333333,1,8.0,0.5120806759792046,2.4,-0.6,
Zm00001eb368000,1,0,1,0.0,0,25.0,1.0547575646786187,4928.1,3.898,
Zm00001eb368010,1,1,0,1.0,3,25.0,0.4373009210221537,379.5,0.251,
Zm00001eb368020,3,1,2,0.3333333333333333,2,9.666666666666666,0.4605209458567224,421.8,0.393,
Zm00001eb368030,2,2,0,1.0,2,13.5,0.2636925580741542,420.5,0.886,
Zm00001eb368040,1,1,0,1.0,1,3.0,0.9908018852285004,114.2,0.097,
Zm00001eb368050,2,1,1,0.5,1,12.5,,3.8,2.253,
Zm00001eb368060,3,2,1,0.6666666666666666,8,16.666666666666668,0.21395916951645,2290.1,0.589,
Zm00001eb368070,1,0,1,0.0,0,5.0,,,,
Zm00001eb368080,1,0,1,0.0,0,17.0,1.2452440280793529,13.5,0.092,
Zm00001eb368090,3,2,1,0.6666666666666666,2,3.6666666666666665,1.722919750221394,109.2,2.52,
Zm00001eb368100,2,2,0,1.0,4,25.0,0.6208708537374328,107.9,0.572,
Zm00001eb368110,2,2,0,1.0,4,13.0,,,,
Zm00001eb368130,4,0,4,0.0,0,4.0,1.2304303421486589,1.0,-0.756,
Zm00001eb368150,1,1,0,1.0,1,25.0,0.1812729489987158,312.1,1.311,
Zm00001eb368160,2,1,1,0.5,2,13.0,0.3965598592879578,44.1,-2.07,
Zm00001eb368180,1,1,0,1.0,1,25.0,0.3690255428232446,209.3,0.417,
Zm00001eb368190,2,0,2,0.0,0,1.5,,,,
Zm00001eb368200,1,1,0,1.0,1,23.0,0.9778282685400772,21.3,-0.356,
Zm00001eb368220,2,2,0,1.0,6,24.5,0.9279444432489276,173.2,-0.444,
Zm00001eb368230,1,1,0,1.0,1,22.0,1.2850329649402366,5.8,-1.747,
Zm00001eb368240,1,0,1,0.0,0,22.0,,,,
Zm00001eb368250,3,0,3,0.0,0,9.333333333333334,,,,
Zm00001eb368270,3,1,2,0.3333333333333333,1,18.333333333333332,0.1831703880649798,152.2,0.862,
Zm00001eb368280,2,1,1,0.5,3,15.0,0.5045135720740088,7.9,1.756,
Zm00001eb368290,2,1,1,0.5,2,13.0,0.5997592889378547,62.9,0.731,
Zm00001eb368300,1,0,1,0.0,0,1.0,,,,
Zm00001eb368310,3,1,2,0.3333333333333333,2,9.333333333333334,0.6652786608701889,10.5,2.183,
Zm00001eb368330,1,1,0,1.0,1,25.0,0.2116647414218548,395.7,0.227,
Zm00001eb368340,3,1,2,0.3333333333333333,2,18.666666666666668,0.7712525005761065,10.3,1.582,
Zm00001eb368350,1,1,0,1.0,2,25.0,0.7570951790471184,55.5,2.466,
Zm00001eb368360,3,2,1,0.6666666666666666,6,19.666666666666668,0.5718796682464824,127.3,-0.404,
Zm00001eb368370,1,0,1,0.0,0,12.0,2.5025003405291835,,,
Zm00001eb368380,3,3,0,1.0,7,20.333333333333332,0.1813554557506867,390.1,0.311,
Zm00001eb368390,2,1,1,0.5,1,10.5,0.3356572884241939,91.0,0.416,
Zm00001eb368400,3,2,1,0.6666666666666666,4,15.333333333333334,0.5542260490744101,443.2,-0.085,
Zm00001eb368420,4,1,3,0.25,2,6.25,0.2518513433023827,91.2,0.344,
Zm00001eb368430,2,1,1,0.5,1,15.0,0.617227290835759,285.3,0.835,
Zm00001eb368460,2,1,1,0.5,1,13.0,0.6766774266333841,5.4,-0.756,
Zm00001eb368470,1,0,1,0.0,0,1.0,,,,
Zm00001eb368480,1,0,1,0.0,0,19.0,,,,
Zm00001eb368490,2,0,2,0.0,0,2.5,0.5081020969261529,20.4,0.745,
Zm00001eb368500,2,1,1,0.5,4,13.0,,,,
Zm00001eb368510,3,2,1,0.6666666666666666,2,22.666666666666668,0.4724682200895757,123.9,-0.774,
Zm00001eb368520,1,0,1,0.0,0,25.0,,,,
Zm00001eb368530,1,0,1,0.0,0,25.0,0.829518942347939,2.0,0.202,
Zm00001eb368550,2,0,2,0.0,0,1.0,0.7924812503605781,0.7,-0.126,
Zm00001eb368570,1,0,1,0.0,0,15.0,0.5270057518552133,15.6,2.356,
Zm00001eb368580,3,0,3,0.0,0,4.0,0.6356110564374279,4.6,0.873,
Zm00001eb368590,1,0,1,0.0,0,24.0,2.391450939166533,53.2,-0.044,
Zm00001eb368600,4,0,4,0.0,0,2.75,2.571140867112601,40.6,0.574,
Zm00001eb368620,1,1,0,1.0,3,25.0,0.7756247148893728,243.4,1.772,
Zm00001eb368640,2,0,2,0.0,0,14.5,0.4031442534179155,26.7,-1.535,
Zm00001eb368650,2,0,2,0.0,0,1.0,,,,
Zm00001eb368660,3,1,2,0.3333333333333333,4,10.333333333333334,0.9382678834437234,9.4,-0.861,
Zm00001eb368680,1,1,0,1.0,1,23.0,0.6680427582564206,143.6,-0.578,
Zm00001eb368690,2,0,2,0.0,0,1.0,,,,
Zm00001eb368700,2,1,1,0.5,3,13.0,0.6604585177433896,429.1,-0.93,
Zm00001eb368720,1,0,1,0.0,0,2.0,0.5357517095779152,3.3,-0.118,
Zm00001eb368730,1,1,0,1.0,8,25.0,,,,
Zm00001eb368740,1,1,0,1.0,1,23.0,0.7704813512343636,177.5,1.99,
Zm00001eb368780,1,0,1,0.0,0,25.0,0.8765892105030182,3.7,-1.615,
Zm00001eb368790,3,2,1,0.6666666666666666,5,23.666666666666668,0.8348090281458497,44.4,0.717,
Zm00001eb368810,2,2,0,1.0,3,21.5,0.252892020141006,352.5,0.502,
Zm00001eb368820,2,1,1,0.5,1,13.5,0.3862269668360468,268.2,0.545,
Zm00001eb368840,3,2,1,0.6666666666666666,4,8.0,0.7563995299139963,214.9,0.815,
Zm00001eb368850,2,2,0,1.0,4,24.0,0.9935977880378069,9.1,1.588,
Zm00001eb368860,2,1,1,0.5,1,16.5,,,,
Zm00001eb368900,1,1,0,1.0,2,25.0,2.1064562899921015,383.2,3.607,
Zm00001eb368910,1,0,1,0.0,0,10.0,,,,
Zm00001eb368920,3,0,3,0.0,0,10.0,0.1719927071270835,817.1,0.645,
Zm00001eb368930,2,0,2,0.0,0,11.5,0.6992140999717349,29.4,0.431,
Zm00001eb368940,1,1,0,1.0,2,25.0,0.3553917827113718,358.6,-0.325,
Zm00001eb368950,1,1,0,1.0,1,25.0,0.3682545051822872,23.3,-0.305,
Zm00001eb368960,3,1,2,0.3333333333333333,2,9.333333333333334,0.2149182725093852,416.7,1.667,
Zm00001eb368970,1,1,0,1.0,8,25.0,0.9224529581901078,24.6,1.038,
Zm00001eb368980,2,0,2,0.0,0,5.5,1.1977755270958197,3.4,0.404,
Zm00001eb368990,1,1,0,1.0,6,25.0,0.5764294428764904,1075.9,-2.167,
Zm00001eb369000,2,0,2,0.0,0,9.0,1.5867518367841509,10.5,-1.668,
Zm00001eb369010,1,1,0,1.0,2,25.0,,,,
Zm00001eb369030,1,1,0,1.0,2,25.0,1.1143312977661572,66.3,1.947,
Zm00001eb369040,1,0,1,0.0,0,25.0,,0.8,0.755,
Zm00001eb369050,1,0,1,0.0,0,25.0,0.2178244863516426,414.1,0.315,
Zm00001eb369060,2,1,1,0.5,1,25.0,0.4388854267585284,260.7,1.08,
Zm00001eb369080,3,0,3,0.0,0,10.0,0.3124587526856888,642.2,0.405,
Zm00001eb369090,3,1,2,0.3333333333333333,2,15.333333333333334,0.2742232656897853,154.1,0.253,
Zm00001eb369100,1,1,0,1.0,1,23.0,,0.5,0.322,
Zm00001eb369110,1,1,0,1.0,1,25.0,1.3547689183004228,752.0,0.019,
Zm00001eb369120,1,0,1,0.0,0,1.0,,,,
Zm00001eb369140,4,1,3,0.25,3,11.0,0.14621808577808,226.4,0.357,
Zm00001eb369150,3,2,1,0.6666666666666666,2,10.0,1.0056840734837722,2141.5,0.002,
Zm00001eb369160,1,0,1,0.0,0,5.0,1.0776798885119856,2.7,0.407,
Zm00001eb369170,2,1,1,0.5,2,13.0,0.9598080361488304,1086.1,0.599,
Zm00001eb369180,2,1,1,0.5,3,22.5,1.2114783638580071,23.6,1.765,
Zm00001eb369190,3,2,1,0.6666666666666666,2,17.666666666666668,0.936867732473366,103.2,-0.315,
Zm00001eb369200,4,1,3,0.25,1,7.25,0.5074014721720066,60.8,0.789,
Zm00001eb369230,1,0,1,0.0,0,5.0,,,,
Zm00001eb369240,2,1,1,0.5,2,18.0,0.2460051271549737,252.0,0.365,
Zm00001eb369250,2,1,1,0.5,3,23.0,0.341463451498605,1059.8,0.482,
Zm00001eb369260,1,0,1,0.0,0,21.0,1.2619655295880023,15.2,-2.337,
Zm00001eb369270,1,0,1,0.0,0,1.0,,,,
Zm00001eb369280,2,0,2,0.0,0,3.0,0.7052693034501716,6.6,0.654,
Zm00001eb369300,1,0,1,0.0,0,4.0,,,,
Zm00001eb369310,1,1,0,1.0,1,1.0,0.8093768394803675,45.7,0.712,
Zm00001eb369320,2,0,2,0.0,0,25.0,0.3490552177803759,1382.4,0.496,
Zm00001eb369330,2,1,1,0.5,3,13.0,0.7425375217436985,1733.1,0.522,
Zm00001eb369340,3,1,2,0.3333333333333333,2,14.666666666666666,0.0995356735509144,1.2,0.038,
Zm00001eb369350,1,1,0,1.0,1,23.0,0.1207240077381235,361.0,-0.862,
Zm00001eb369360,2,1,1,0.5,3,13.0,0.3808206711187542,91.3,1.699,
Zm00001eb369370,2,2,0,1.0,4,25.0,2.8566980604665853,12.1,0.815,
Zm00001eb369380,1,0,1,0.0,0,2.0,2.9762770382140067,4.7,0.306,
Zm00001eb369390,4,0,4,0.0,0,6.5,0.6012665620044491,39.1,2.8,
Zm00001eb369400,4,0,4,0.0,0,1.25,,,,
Zm00001eb369410,2,0,2,0.0,0,7.0,4.077830771884129,1.1,-0.413,
Zm00001eb369420,1,0,1,0.0,0,25.0,1.0613456173844802,8.3,-0.309,
Zm00001eb369440,2,0,2,0.0,0,1.5,,,,
Zm00001eb369450,4,0,4,0.0,0,1.75,,,,
Zm00001eb369460,1,1,0,1.0,1,7.0,2.475228724013306,6.8,0.706,
Zm00001eb369470,1,1,0,1.0,3,25.0,1.7333240191067896,80.4,2.606,
Zm00001eb369480,1,0,1,0.0,0,25.0,1.7465200056400585,1.3,-0.195,
Zm00001eb369490,2,0,2,0.0,0,16.5,0.508772662940882,160.8,1.67,
Zm00001eb369500,1,1,0,1.0,1,24.0,,1.4,0.868,
Zm00001eb369510,1,1,0,1.0,1,25.0,0.1800624907301314,663.7,0.706,
Zm00001eb369520,3,1,2,0.3333333333333333,2,10.333333333333334,1.118622238599609,31.2,-0.143,
Zm00001eb369530,1,0,1,0.0,0,3.0,1.19850479522605,4.3,0.561,
Zm00001eb369540,1,0,1,0.0,0,24.0,0.8412600069248654,27.9,-0.603,
Zm00001eb369550,5,3,2,0.6,4,7.6,1.1322743973549458,8.4,-0.193,
Zm00001eb369560,2,1,1,0.5,2,25.0,0.7340560478135776,480.4,1.414,
Zm00001eb369580,2,0,2,0.0,0,16.5,0.5618075435834781,1103.7,2.699,
Zm00001eb369590,1,1,0,1.0,4,25.0,0.7558329643818519,5803.4,5.739,
Zm00001eb369610,2,2,0,1.0,4,25.0,2.9646654132700836,8.7,1.951,
Zm00001eb369620,1,0,1,0.0,0,23.0,1.93739433838561,22.3,-0.834,
Zm00001eb369650,2,1,1,0.5,1,13.0,2.7164629457937353,3388.5,0.068,
Zm00001eb369660,1,1,0,1.0,1,25.0,0.4601477984338624,213.7,0.296,
Zm00001eb369670,2,2,0,1.0,2,13.5,0.5515201873157128,372.2,0.466,
Zm00001eb369680,2,1,1,0.5,4,13.0,1.014354132828746,234.9,1.446,
Zm00001eb369690,1,1,0,1.0,4,25.0,0.3674608970041375,104.7,0.232,
Zm00001eb369700,1,1,0,1.0,1,25.0,0.2774069908041791,18.2,-2.326,
Zm00001eb369710,2,1,1,0.5,2,7.5,0.8611199807852844,68.0,2.279,
Zm00001eb369720,3,0,3,0.0,0,4.333333333333333,0.442982761035015,91.6,1.243,
Zm00001eb369730,1,1,0,1.0,3,25.0,3.209209310383265,166.3,-0.786,
Zm00001eb369740,1,0,1,0.0,0,25.0,0.5884956573753718,23.0,0.695,
Zm00001eb369750,3,2,1,0.6666666666666666,3,12.0,0.5155363167717789,215.4,0.021,
Zm00001eb369760,1,1,0,1.0,2,25.0,,,,
Zm00001eb369770,1,1,0,1.0,1,25.0,0.8122553219315283,144.1,-0.309,
Zm00001eb369780,1,1,0,1.0,1,25.0,0.4512318792719121,240.4,2.301,
Zm00001eb369790,1,1,0,1.0,1,6.0,0.7361409017337341,17.0,1.441,
Zm00001eb369800,2,1,1,0.5,4,16.5,0.3284859765240373,77.6,-0.817,
Zm00001eb369810,1,0,1,0.0,0,5.0,,,,
Zm00001eb369820,2,1,1,0.5,1,12.5,0.5114118244639674,2.0,-0.621,
Zm00001eb369830,2,0,2,0.0,0,5.5,,,,
Zm00001eb369840,1,1,0,1.0,2,20.0,0.6055529917271395,318.0,0.44,
Zm00001eb369850,2,1,1,0.5,2,11.0,0.7056878908060242,2.3,0.368,
Zm00001eb369860,4,2,2,0.5,3,19.0,0.3920664965016963,757.1,0.179,
Zm00001eb369880,2,1,1,0.5,6,13.0,0.1633083408050985,346.8,0.436,
Zm00001eb369890,1,0,1,0.0,0,25.0,0.1689641949613761,53.1,0.36,
Zm00001eb369910,2,0,2,0.0,0,14.0,0.4045068317866741,112.7,-2.1,
Zm00001eb369920,3,0,3,0.0,0,4.0,,1.8,-0.874,
Zm00001eb369940,1,1,0,1.0,1,25.0,0.3248555006577759,628.2,0.227,
Zm00001eb369950,1,0,1,0.0,0,13.0,0.1988183361855349,155.2,0.889,
Zm00001eb369960,1,1,0,1.0,1,25.0,0.433557060295036,495.0,0.109,
Zm00001eb369970,2,0,2,0.0,0,6.0,0.7671147629952931,6.7,-1.412,
Zm00001eb369980,2,1,1,0.5,3,13.0,0.1956718923610275,502.1,0.096,
Zm00001eb369990,4,0,4,0.0,0,4.75,,0.7,0.469,
Zm00001eb370000,2,0,2,0.0,0,11.0,1.3572329871382474,34.9,0.926,
Zm00001eb370010,1,0,1,0.0,0,25.0,0.6766204016011423,5.1,0.516,
Zm00001eb370020,1,0,1,0.0,0,24.0,0.1473729472095147,130.0,0.354,
Zm00001eb370030,4,1,3,0.25,1,8.5,0.4437188943381542,230.3,-0.08,
Zm00001eb370040,2,1,1,0.5,1,14.0,0.2668770958788991,158.9,-1.035,
Zm00001eb370050,2,1,1,0.5,2,13.0,0.290412327095608,208.1,0.8,
Zm00001eb370070,5,1,4,0.2,2,7.4,0.9876529131869384,105.7,0.859,
Zm00001eb370090,1,1,0,1.0,5,25.0,0.1722693453367862,730.0,0.143,
Zm00001eb370100,1,1,0,1.0,2,25.0,0.1170263497079148,1230.3,0.331,
Zm00001eb370110,2,1,1,0.5,3,23.5,0.4060121802627986,29.9,0.251,
Zm00001eb370120,1,0,1,0.0,0,1.0,0.2502421068839158,83.0,0.625,
Zm00001eb370130,1,1,0,1.0,2,12.0,0.910162543246532,47.7,-0.265,
Zm00001eb370140,3,1,2,0.3333333333333333,5,8.666666666666666,0.5193019277416732,207.1,0.5,
Zm00001eb370150,2,0,2,0.0,0,13.0,0.3342480163082575,131.8,-0.143,
Zm00001eb370160,1,1,0,1.0,7,25.0,0.4799985796446866,1276.9,-0.157,
Zm00001eb370170,2,1,1,0.5,4,14.0,0.1355666581603846,227.6,0.494,
Zm00001eb370180,1,1,0,1.0,1,25.0,0.3379303099636862,628.7,1.371,
Zm00001eb370200,2,0,2,0.0,0,14.0,,1.1,1.075,
Zm00001eb370210,2,0,2,0.0,0,14.0,0.4889985358618404,91.2,0.748,
Zm00001eb370220,2,0,2,0.0,0,13.0,0.1534910002543289,300.4,0.506,
Zm00001eb370230,2,1,1,0.5,1,16.5,0.3693629437251602,31.1,0.302,
Zm00001eb370240,1,1,0,1.0,1,25.0,0.3900041258719881,311.6,0.697,
Zm00001eb370250,2,1,1,0.5,1,13.0,,,,
Zm00001eb370260,3,3,0,1.0,8,15.0,0.775656182813575,31.1,-1.227,
Zm00001eb370270,2,1,1,0.5,1,14.0,0.5517839428708514,2.3,1.272,
Zm00001eb370280,3,1,2,0.3333333333333333,1,3.0,0.6743578205491676,6.5,1.268,
Zm00001eb370290,2,1,1,0.5,5,13.0,1.0787418999232703,591.6,-0.576,
Zm00001eb370300,3,0,3,0.0,0,5.0,1.514917882549819,385.9,-0.851,
Zm00001eb370310,3,0,3,0.0,0,10.666666666666666,0.3388831605651476,529.7,-1.436,
Zm00001eb370320,1,0,1,0.0,0,25.0,1.5410945302253227,110.3,0.707,
Zm00001eb370330,3,2,1,0.6666666666666666,4,23.666666666666668,0.6670909355972113,8244.3,-0.086,
Zm00001eb370340,1,0,1,0.0,0,8.0,,,,
Zm00001eb370350,3,0,3,0.0,0,1.3333333333333333,0.8943239314579957,11.3,1.243,
Zm00001eb370370,1,1,0,1.0,1,25.0,0.7220413209984865,281.5,0.908,
Zm00001eb370380,3,1,2,0.3333333333333333,2,10.333333333333334,0.2304590589016124,341.8,0.105,
Zm00001eb370410,1,0,1,0.0,0,6.0,0.4299800129692837,148.8,0.468,
Zm00001eb370420,1,0,1,0.0,0,5.0,,,,
Zm00001eb370430,3,1,2,0.3333333333333333,3,17.0,0.5322467572441786,191.0,-1.731,
Zm00001eb370440,3,0,3,0.0,0,9.0,0.3516267801188164,149.8,0.773,
Zm00001eb370450,2,2,0,1.0,6,21.5,0.7387471824200076,1611.4,-0.8,
Zm00001eb370460,2,1,1,0.5,3,19.0,2.305768237699799,47.1,1.824,
Zm00001eb370470,1,1,0,1.0,3,25.0,0.3811461989532803,85.3,0.126,
Zm00001eb370480,2,1,1,0.5,3,13.5,0.1812961274741341,4312.7,-1.652,
Zm00001eb370490,3,1,2,0.3333333333333333,3,19.666666666666668,1.4035593137893754,78.1,-0.706,
Zm00001eb370500,2,2,0,1.0,3,23.5,,0.4,-0.17,
Zm00001eb370510,2,2,0,1.0,3,23.5,,,,
Zm00001eb370520,4,1,3,0.25,1,10.25,0.5580888160330963,8.6,-0.229,
Zm00001eb370530,2,0,2,0.0,0,15.0,0.2586965420837538,154.2,0.594,
Zm00001eb370540,1,0,1,0.0,0,5.0,,,,
Zm00001eb370550,2,0,2,0.0,0,1.0,,,,
Zm00001eb370560,1,1,0,1.0,1,25.0,0.266537326745465,297.0,0.49,
Zm00001eb370570,3,1,2,0.3333333333333333,5,11.0,1.856356056401405,1.6,-0.147,
Zm00001eb370580,3,1,2,0.3333333333333333,2,9.0,0.3695259566924761,500.9,0.087,
Zm00001eb370590,1,0,1,0.0,0,13.0,0.8892413953030567,20.2,-0.127,
Zm00001eb370600,4,1,3,0.25,1,11.25,1.5912165766939586,1.8,-0.349,
Zm00001eb370610,1,1,0,1.0,1,25.0,0.4149186711841674,94.3,-1.686,
Zm00001eb370620,2,0,2,0.0,0,13.5,0.5543661768070645,875.2,0.04,
Zm00001eb370630,1,1,0,1.0,2,25.0,4.584962500721156,1.1,0.305,
Zm00001eb370640,2,1,1,0.5,1,8.5,0.5779077431872057,82.0,-0.709,
Zm00001eb370650,1,1,0,1.0,3,11.0,1.1182254070624131,131.3,1.617,
Zm00001eb370660,3,1,2,0.3333333333333333,2,5.0,,10.0,3.771,
Zm00001eb370670,1,1,0,1.0,3,25.0,,0.9,-0.379,
Zm00001eb370680,3,1,2,0.3333333333333333,2,9.0,,,,
Zm00001eb370700,2,2,0,1.0,3,21.0,1.238261244640371,3.1,0.082,
Zm00001eb370710,1,1,0,1.0,2,25.0,1.345141320505426,2.5,0.776,
Zm00001eb370720,3,3,0,1.0,7,14.333333333333334,0.770099973566078,3.2,-1.063,
Zm00001eb370730,1,1,0,1.0,3,25.0,0.5377611856676384,513.3,2.838,
Zm00001eb370740,1,1,0,1.0,3,25.0,,,,
Zm00001eb370770,1,0,1,0.0,0,23.0,1.0004059668960137,245.5,0.644,
Zm00001eb370780,1,0,1,0.0,0,2.0,0.4444784842672896,1.1,-0.389,
Zm00001eb370790,1,1,0,1.0,2,25.0,0.0983661553306122,798.2,0.661,
Zm00001eb370810,3,1,2,0.3333333333333333,2,17.666666666666668,0.4931902267466833,308.9,-0.299,
Zm00001eb370820,1,0,1,0.0,0,19.0,,,,
Zm00001eb370830,1,1,0,1.0,1,19.0,0.5041275970200824,36.8,-0.212,
Zm00001eb370850,4,1,3,0.25,4,7.0,0.2774268007836521,416.5,-0.003,
Zm00001eb370860,2,0,2,0.0,0,13.0,0.1111613227928625,301.2,0.279,
Zm00001eb370870,4,2,2,0.5,6,18.5,1.0489686685776782,40.0,-0.605,
Zm00001eb370880,3,1,2,0.3333333333333333,3,17.0,0.4150205427558844,126.2,0.046,
Zm00001eb370890,3,0,3,0.0,0,6.0,1.0885447035958398,10.2,0.432,
Zm00001eb370900,1,0,1,0.0,0,25.0,,,,
Zm00001eb370910,4,0,4,0.0,0,7.0,0.5172731007814563,1062.5,0.567,
Zm00001eb370920,3,0,3,0.0,0,9.666666666666666,4.402817376514224,82.7,1.522,
Zm00001eb370930,1,1,0,1.0,2,25.0,1.2616210230831548,6.4,-0.804,
Zm00001eb370940,1,1,0,1.0,2,25.0,,,,
Zm00001eb370950,3,1,2,0.3333333333333333,4,16.333333333333332,,,,
Zm00001eb370960,1,1,0,1.0,4,25.0,0.6538331130689955,426.0,0.555,
Zm00001eb370980,2,1,1,0.5,1,14.0,0.2172393452655708,89.3,0.235,
Zm00001eb370990,1,1,0,1.0,2,25.0,0.2987573293060511,902.6,-0.417,
Zm00001eb371000,1,1,0,1.0,2,24.0,0.2811978886456097,107.8,0.423,
Zm00001eb371010,2,0,2,0.0,0,6.0,0.1620698863148945,107.7,0.649,
Zm00001eb371020,1,0,1,0.0,0,25.0,0.168026292828934,302.3,0.445,
Zm00001eb371030,1,1,0,1.0,1,25.0,0.76959938131099,2.8,0.729,
Zm00001eb371050,1,0,1,0.0,0,25.0,0.1489405911713338,547.7,0.46,
Zm00001eb371070,2,1,1,0.5,1,13.5,1.286502025739923,6.3,0.151,
Zm00001eb371080,1,0,1,0.0,0,25.0,0.7626058676026897,26.0,-0.074,
